"seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"chr2",198540518,198540621,104,"*",3,8.94480213101375e-08,5.53743256227969e-08,0.000410354997785852,2.11523744055164e-07,0.129947230388883,0.124052847554517,"RFTN2"
"chr5",146888445,146889701,1257,"*",9,8.9475646511882e-08,2.92843281888188e-06,0.00159905617669363,7.80234499700519e-07,0.0709403366664412,0.0355219473119102,"DPYSL3"
"chr22",50438356,50438769,414,"*",4,8.94929446058724e-08,8.67091815272715e-07,0.000262055455881062,6.70957661253249e-07,0.135996656771318,0.104168039099024,"IL17REL"
"chr1",1022530,1023319,790,"*",7,8.97512945502088e-08,2.70954635608864e-05,0.000103165896285045,1.96095289577195e-06,0.13212113002077,0.0555025742721622,"C1orf159"
"chr17",55828038,55828107,70,"*",3,8.97690340946612e-08,1.89173288829551e-07,7.39543621727209e-05,2.30628475470815e-07,0.157501054400022,0.112200782966546,NA
"chr20",58513509,58514581,1073,"*",4,8.98482816602022e-08,1.09879770410273e-07,0.000113403920010049,2.0953150842787e-07,-0.0931598833286774,-0.0764014509078255,"FAM217B, PPP1R3D"
"chr11",65816027,65816985,959,"*",8,9.00164616323815e-08,8.71641993732732e-09,0.00401022394264656,6.91922134860485e-08,0.102803283057754,0.0641273328524445,"GAL3ST3"
"chr13",113655538,113656424,887,"*",6,9.04302111290546e-08,1.25897586925519e-09,0.00306642411786998,2.66827203195999e-08,-0.0661935472990277,-0.0439539619071021,"MCF2L"
"chr1",168250119,168250628,510,"*",3,9.10559238456311e-08,0.00016116645675838,6.93587230410241e-05,6.60009031224396e-06,-0.249163012548426,-0.12923572875811,"TBX19"
"chr1",178693595,178694481,887,"*",10,9.17161635049623e-08,4.36154283034365e-06,0.00125633136194964,7.47445498182584e-07,-0.0332009325739663,-0.0132736113676344,"RALGPS2, RP11-428K3.1"
"chr10",778123,778709,587,"*",3,9.17488258057657e-08,1.18030225516788e-05,4.79005862250138e-05,4.64262525343472e-06,-0.28722046846691,-0.13444043221697,NA
"chr1",7515595,7515712,118,"*",2,9.17488258057657e-08,2.08673070626649e-07,0.00017495060958201,5.22615868286081e-07,0.146708342439527,0.118058929799818,"CAMTA1"
"chr7",31091245,31091718,474,"*",2,9.19238234038715e-08,3.81675388758419e-06,4.16234879515243e-05,2.50329609924181e-06,-0.196222484442781,-0.0886437853229712,NA
"chr5",151785046,151785326,281,"*",3,9.21773289262456e-08,1.4469119868216e-07,0.000207753506379989,4.48212786847467e-07,0.170028123392078,0.112737006074058,"NMUR2"
"chr1",6419608,6421502,1895,"*",7,9.23141924667792e-08,3.08887142218685e-11,0.000443448769486757,8.84723044716432e-11,-0.145624541211651,0.0202657585383292,"ACOT7"
"chr10",130201069,130201251,183,"*",2,9.23528096953133e-08,1.24832747140053e-07,7.60472769849132e-05,2.71879837573237e-07,-0.26026615030144,-0.19874979911087,NA
"chr16",87091652,87092288,637,"*",3,9.38001689249229e-08,1.01702632698998e-07,0.000241740631649711,3.50918159590017e-07,-0.163309941526403,-0.12761846197313,"RP11-134D3.1"
"chr3",64670459,64671477,1019,"*",9,9.4222915991518e-08,5.52549933167464e-07,0.0022335235785501,6.32411088626305e-07,0.074247858697668,0.0289398670570925,"ADAMTS9-AS2, ADAMTS9"
"chr1",2992414,2992640,227,"*",3,9.4500158848021e-08,1.19849382769071e-07,0.000204952063905762,2.62104182869605e-07,-0.154719202407274,-0.136155247784176,"PRDM16"
"chr7",20823981,20826721,2741,"*",14,9.45299624313698e-08,8.6288837500112e-12,0.00206077932568121,2.34553646778882e-11,0.15401889484667,0.0626324218495883,"SP8"
"chr2",233793921,233794334,414,"*",2,9.56326069224459e-08,2.01416828535695e-05,3.41999363718712e-05,5.52100490987679e-06,-0.150981108271516,-0.110120900217316,"NGEF"
"chr11",67210033,67210282,250,"*",5,9.60128000585104e-08,3.6782468387421e-07,0.00190505621256939,4.32455030732638e-07,-0.134599553673174,-0.0772252093047549,"CORO1B"
"chr10",82299606,82300588,983,"*",4,9.62343133441967e-08,9.26451390724648e-10,0.00030941004896885,5.5920042150981e-09,0.149581489692989,0.107303766270357,"SH2D4B"
"chr1",205536821,205537384,564,"*",2,9.6588328273444e-08,0.020109975203355,6.02937215517167e-05,8.26549361357885e-05,-0.223898042679448,-0.110214515221058,NA
"chr16",25700781,25701385,605,"*",2,9.69532022254543e-08,1.54278870777505e-07,7.53668928881299e-05,3.24280131411549e-07,-0.110856252165646,-0.110096129429919,NA
"chr17",6616351,6616883,533,"*",4,9.74199795197822e-08,2.36780797883307e-07,0.000493247333157161,8.841527478962e-07,0.15214283201456,0.0820612542403407,"SLC13A5"
"chr4",74702075,74702728,654,"*",6,9.74729089251454e-08,3.43658263627745e-09,0.00369207559489022,5.18905335468269e-08,0.156424473626554,0.0846616604786936,"CXCL6"
"chr5",176868293,176869629,1337,"*",3,9.87858216600016e-08,3.96039384020444e-09,0.000203641984367075,1.90115471951719e-08,0.12998100168632,0.104115136802764,"GRK6, PRR7-AS1"
"chr6",31631638,31632207,570,"*",6,9.88068288320947e-08,1.97583728122802e-07,0.00320739859008441,1.24458736653536e-06,0.0969871123144938,0.0657916698171301,"GPANK1"
"chr1",3042085,3042459,375,"*",3,9.88107136606178e-08,6.24344284306504e-08,0.00028961250149497,2.06297409767935e-07,-0.196867354521206,-0.168977973472803,"PRDM16"
"chr13",84453665,84456722,3058,"*",14,9.89623384176646e-08,5.55731667359636e-12,0.000424561653852837,1.4350380537182e-11,0.214851150412135,0.0692217465977188,"SLITRK1"
"chr20",44941267,44941542,276,"*",3,9.92648953860265e-08,9.04802864542457e-07,0.000173414411698212,5.51158455253728e-07,0.147426533518148,0.0879110915179326,NA
"chr10",94828103,94829090,988,"*",4,9.96298473201157e-08,5.33077724714419e-09,0.000670597400652349,3.90619790603664e-08,0.162579777291844,0.10713164316994,"CYP26C1"
"chr22",37499451,37499741,291,"*",2,1.00567784770747e-07,5.08932894001045e-07,0.000208804947006633,1.18645162860819e-06,0.148652542661342,0.142527387800384,"TMPRSS6"
"chr1",12805288,12806667,1380,"*",4,1.00798627934379e-07,1.17560787159989e-07,7.77872715141929e-05,1.64333523689404e-07,-0.139632239572713,-0.08869819472934,"C1orf158"
"chr17",46719276,46720386,1111,"*",6,1.00904251555309e-07,9.78445418469247e-08,0.000221332736782455,2.00814566609165e-07,0.172041365649732,0.0657552908008244,"RP11-357H14.17"
"chr12",115135333,115136308,976,"*",22,1.01180145670301e-07,2.38116181871866e-10,0.0479045101636869,7.44473007529643e-08,0.0893358903912723,0.0558576539325812,NA
"chr1",5812881,5812892,12,"*",2,1.01233046579001e-07,1.73221872459053e-07,0.000146349637310629,4.23996991780261e-07,-0.129514789502624,-0.125722582223798,NA
"chr1",39044452,39045497,1046,"*",3,1.01437199451405e-07,2.39467559994079e-06,0.000329690014456197,3.2385640556195e-06,-0.192592560782681,-0.113875768999116,NA
"chr17",74696737,74696872,136,"*",2,1.0143948197771e-07,1.31440647786757e-07,7.44907713311567e-05,2.82057213647095e-07,0.169201979126944,0.132646180119887,"MXRA7"
"chr10",26222849,26223310,462,"*",5,1.01530776364251e-07,5.60018535683238e-08,0.00212778408363405,2.44785415785585e-07,0.106224334959341,0.0681895249938576,"MYO3A"
"chr4",4323012,4323321,310,"*",3,1.01605783823271e-07,1.88580814073413e-07,9.43057156629136e-05,3.23337966240511e-07,0.145386722993028,0.0822254108494657,"ZBTB49"
"chr2",118981391,118982352,962,"*",6,1.01756991331703e-07,4.00738908621248e-08,0.00121239788725307,2.50526525497766e-07,0.103700515269858,0.0572381858003086,NA
"chr16",2892518,2892912,395,"*",5,1.02074120218327e-07,7.41553365773211e-09,0.00144897587565297,7.37978273213312e-08,0.157519173323082,0.123000220121859,"PRSS30P"
"chr10",16562470,16565058,2589,"*",7,1.02079386769042e-07,1.67951602445133e-09,8.64855722711091e-05,1.02313309568396e-10,-0.232323975928718,0.0148564443732922,"C1QL3"
"chr5",149669368,149669813,446,"*",6,1.02171593168626e-07,2.47443149015051e-08,0.00191052269822728,1.09652522486787e-07,-0.15604116948303,-0.0952304976407168,"CAMK2A"
"chr2",495143,497417,2275,"*",8,1.02228646058496e-07,5.44926731542721e-13,0.000558184576271489,1.03459829149726e-11,-0.185473000629608,-0.110404204059758,NA
"chr9",127265989,127266395,407,"*",2,1.02255481550309e-07,1.41324530465866e-07,0.000156600088600454,3.58643124556433e-07,0.120405450598513,0.108937924584224,"NR5A1"
"chr9",92220617,92221282,666,"*",4,1.03317641745188e-07,1.88598464677508e-07,0.000646859303072562,4.5488087583402e-07,-0.103035691719214,-0.0382996567797437,"GADD45G"
"chr4",147554144,147554527,384,"*",3,1.03515701117071e-07,4.29082413179224e-06,3.35677923633986e-05,1.20939451261346e-06,0.108864979044901,0.0718958263226335,NA
"chr8",135469436,135469790,355,"*",4,1.03532127788267e-07,1.57344280843739e-08,0.00095366466717127,1.06469125007014e-07,0.180866208719899,0.125367874358687,NA
"chr15",91473059,91473569,511,"*",9,1.04210794635205e-07,2.87581170537997e-09,0.00437595203830324,4.58986952222745e-08,-0.0442844577278705,-0.0259676303009796,"UNC45A"
"chr11",70001114,70002831,1718,"*",8,1.04251844615876e-07,2.39587504719402e-10,0.00399102066969923,7.4653137481457e-09,0.138121982536147,0.0980399271510442,"ANO1"
"chr6",134175678,134176500,823,"*",6,1.04289138210179e-07,1.23419840320711e-06,0.00209297666928214,5.09092428514274e-07,0.0818500456836641,0.0489078786007139,"RP3-323P13.2"
"chr14",45603385,45603864,480,"*",6,1.04596568234958e-07,0.0160391884463361,9.52343218575121e-05,1.33229408805201e-05,-0.0184948983093032,-0.00648122052496447,"FKBP3"
"chr8",141359592,141359786,195,"*",2,1.04822943657145e-07,3.98319826699981e-07,0.000166425923431992,9.14829056115929e-07,0.164125061183709,0.129628555955353,"TRAPPC9"
"chr3",10362768,10363881,1114,"*",7,1.05526773011611e-07,0.000977112527136674,0.000998540452509082,7.47028030741037e-06,-0.174472400550969,-0.0496185085658338,"SEC13"
"chr17",65040101,65041201,1101,"*",9,1.05633346367582e-07,9.69583411502998e-06,0.000350111084069348,8.19922228768186e-07,0.0954015658475926,0.0399342214465899,"CACNG1"
"chr6",30312580,30313546,967,"*",33,1.05637953288057e-07,3.4950840391122e-06,0.0116495855264838,4.65521433896759e-07,-0.0643952408476191,-0.00813725721167348,"TRIM39-RPP21, RPP21"
"chr12",71551503,71552569,1067,"*",5,1.05840169232563e-07,1.46973616673034e-08,0.000683440225631821,3.11677511606049e-08,-0.143596439023065,-0.0929024076365115,"TSPAN8"
"chr2",201450962,201451303,342,"*",3,1.05951654858041e-07,3.98094798854509e-06,0.000170191797353395,5.16871751447774e-06,0.144561069399556,0.0974776718858058,"AOX1"
"chr1",206729034,206731166,2133,"*",17,1.0595425892894e-07,3.99263387028161e-11,0.00111548752182027,1.64437173845008e-10,0.139504646951498,-0.00830979786092764,"RASSF5"
"chr2",40658342,40658918,577,"*",3,1.06073036055378e-07,0.000184606215245542,0.000185008432078036,2.62499764040636e-06,0.1351132787767,0.0829238950685065,"SLC8A1"
"chr2",175190821,175193478,2658,"*",14,1.06141778473204e-07,9.18390157310589e-11,0.00643629325558115,8.56824506972736e-10,0.10453738892748,0.0636941529752055,"AC018470.4"
"chr5",125800764,125800797,34,"*",3,1.06184508220168e-07,2.75112463402005e-08,0.000629911601393095,1.3859279461766e-07,-0.124087678856481,-0.0962512221068814,"GRAMD3, RP11-517I3.1"
"chr4",11373799,11374377,579,"*",3,1.06283316780624e-07,1.94286475448284e-06,0.000224602563673599,1.04396204760147e-06,-0.158810395007059,-0.113693692676799,"RNPS1P1"
"chr12",124990897,124991139,243,"*",4,1.06459692024076e-07,3.31283564702921e-08,0.000722977570144101,1.54424084780823e-07,0.114452493274433,0.0939438327982741,"NCOR2"
"chr8",53321682,53322510,829,"*",6,1.06719641331478e-07,0.000260423146842247,0.000120027382223937,1.70111252225216e-05,-0.109853313410604,-0.0469812985788319,"ST18"
"chr2",101179099,101179897,799,"*",11,1.06765216302875e-07,1.6053951763367e-05,0.00118358825225045,1.02494067690257e-06,-0.0137034894858595,-0.00411551633756828,"PDCL3"
"chr6",34100899,34100963,65,"*",2,1.06847162992847e-07,4.70360790253685e-07,7.54924476215225e-05,8.12923078695587e-07,-0.225926145785448,-0.172491133056865,"GRM4"
"chr17",37763735,37764802,1068,"*",11,1.07323929677836e-07,0.000355348128469619,0.000297702748974696,1.25746509227436e-06,0.129165788969675,0.0383350922036547,"NEUROD2"
"chr8",4849522,4850551,1030,"*",4,1.07335540406535e-07,1.17185405514893e-07,0.0003815124322509,3.09339695708331e-07,0.139284585285591,0.0952964002286808,"CSMD1"
"chr11",64081563,64081874,312,"*",3,1.07507200522476e-07,3.96246624267466e-08,0.000350414088667989,1.57635427771026e-07,0.136436225744464,0.103992441414412,"ESRRA"
"chr3",126260260,126261298,1039,"*",4,1.07663428127477e-07,6.4251932094181e-06,0.000179875015851459,2.86124143061134e-06,0.165373941944897,0.102912092871796,"CHST13, C3orf22"
"chr10",131005696,131005737,42,"*",2,1.07957262378316e-07,2.07353812844871e-07,4.71841677427479e-05,3.36705180947958e-07,0.145242920977014,0.126715827701917,NA
"chr10",11381854,11382657,804,"*",3,1.09150428114972e-07,3.74210955515078e-08,0.000141816952414901,1.22443281792928e-07,-0.237246601334812,-0.167750281176177,NA
"chr13",112632730,112633175,446,"*",2,1.09359048923185e-07,0.000754192246828579,4.05671574587192e-05,2.79579116801837e-05,-0.19675952709965,-0.0942163113501654,NA
"chr17",43391599,43392332,734,"*",3,1.09655569707173e-07,5.58445449322967e-07,0.000252329960411822,6.65157691313123e-07,0.106306099080408,0.0914762464698435,"MAP3K14"
"chr3",52528714,52529524,811,"*",10,1.09928229194285e-07,4.85303877507579e-08,0.00145741748212839,8.17527263990005e-08,0.11551047088781,0.0643198486170096,"STAB1"
"chr19",49925720,49926276,557,"*",4,1.10255663142903e-07,8.56018269931924e-07,0.00038233240199,1.01716278038385e-06,0.077336775951399,0.048053601160772,"PTH2"
"chr6",1378677,1379065,389,"*",3,1.10742416210484e-07,4.00522822715552e-06,0.000277999887377788,1.97282039659591e-06,0.159733479982235,0.0959862601747503,NA
"chr5",148807759,148808721,963,"*",5,1.10866550101393e-07,3.61666862399148e-08,0.000334866100868702,1.29635414043848e-07,0.109787160240584,0.0822899254252746,"MIR143HG, MIR143"
"chr4",42153195,42155519,2325,"*",14,1.1093300783063e-07,6.03297689618483e-10,0.00149686012528727,2.70444002615131e-10,0.103711579594815,0.0479103375821184,"BEND4"
"chr1",120311439,120311653,215,"*",4,1.1155766663841e-07,2.64274135793501e-05,0.000274757332935071,7.19629441088823e-07,-0.102836148072802,-0.0675762116955833,"HMGCS2"
"chr10",2932026,2932579,554,"*",3,1.11862982133259e-07,1.42281123689007e-07,0.000297666135419851,3.47106367365484e-07,-0.192001536512706,-0.173320632459707,NA
"chr8",15095914,15096879,966,"*",3,1.11974219761998e-07,2.14828938506452e-08,0.000192340526657043,7.96848876838207e-08,-0.18873567769485,-0.103973841261369,NA
"chr19",54850444,54850619,176,"*",3,1.12125824336207e-07,5.80892481981636e-08,0.000218962066717348,1.81003202249876e-07,-0.136882616821583,-0.112686240426497,NA
"chr17",77706717,77707012,296,"*",3,1.12127333476697e-07,2.28633033417797e-05,7.61178773127038e-05,1.10307583561395e-06,-0.104433442036533,-0.0584798047434016,"ENPP7"
"chr4",6449000,6449564,565,"*",2,1.12161812529365e-07,6.08916329377956e-06,9.4111149815328e-05,6.46406357088347e-06,0.160174095951063,0.12442800286201,"PPP2R2C"
"chr12",113305756,113305783,28,"*",2,1.12195833990337e-07,1.19577910658117e-07,9.11947482875742e-05,2.76187696609806e-07,-0.149461094022704,-0.129443845546722,"RPH3A"
"chr9",91193175,91193195,21,"*",2,1.13028021596884e-07,1.46153976809241e-07,6.72738171055924e-05,2.97985023124229e-07,-0.161772835277556,-0.149054058891296,"NXNL2"
"chr7",1162860,1164063,1204,"*",5,1.13092203268371e-07,2.4169734149618e-09,0.00189897622067632,2.81389084355464e-08,0.115163467305727,0.091199418856029,"C7orf50"
"chr20",44880263,44881449,1187,"*",6,1.13615762047566e-07,3.63504159639377e-09,0.000629524414239788,8.84489158743237e-09,-0.195496588999914,-0.0700458011939946,"CDH22"
"chr7",12728890,12729527,638,"*",3,1.13643912940561e-07,2.73077022092384e-08,0.000285026349017488,1.12623327343653e-07,0.135050432914968,0.124937690246793,"ARL4A"
"chr2",99434688,99434981,294,"*",2,1.13671789481461e-07,9.7800529650152e-08,0.00013604226334038,2.4957381127655e-07,-0.142045077291214,-0.10545916912824,"KIAA1211L"
"chr7",92465743,92466842,1100,"*",8,1.14011574055722e-07,0.000396994080070307,5.42037136645696e-05,1.50021145958584e-05,0.148374916387116,0.0348325842730486,"AC002454.1, CDK6"
"chr15",43808806,43810131,1326,"*",4,1.14035488696741e-07,3.80913597557358e-08,0.000577528527511109,1.71833420951004e-07,0.138446712045248,0.103500259043526,"MAP1A"
"chr15",73076983,73077442,460,"*",3,1.14232638591192e-07,0.000386111634330774,4.60943421926884e-05,1.67189258875594e-05,0.12381091598521,0.060590925832159,"ADPGK-AS1, ADPGK"
"chr1",228074497,228075683,1187,"*",6,1.14382730516196e-07,3.81265040492933e-10,0.0019832280389752,8.05380785317681e-09,0.148310236337818,0.0990202852008633,NA
"chr1",12833744,12835245,1502,"*",3,1.14402266857339e-07,1.09743939340013e-09,5.06442453527449e-05,2.41845398488494e-09,-0.256910828061422,-0.186231952388805,"PRAMEF12"
"chr2",70368457,70369140,684,"*",4,1.14654114203067e-07,0.000490722397087769,0.000213978885846802,1.22284860865089e-05,-0.122089070822282,-0.0489096699424424,NA
"chr17",66286298,66287492,1195,"*",8,1.14902304328579e-07,1.49436315304665e-08,0.00269012921574653,8.35269735178984e-08,-0.0406765934161748,-0.0179308272901824,"ARSG, SLC16A6"
"chr6",31081617,31082200,584,"*",3,1.15281947965548e-07,3.33519817874521e-06,0.000426617741862152,3.17035594459838e-06,0.143872612283473,0.104964101553646,NA
"chr13",112983207,112983647,441,"*",2,1.15594039156298e-07,6.4016756463287e-07,0.000267142219347019,1.51195940743329e-06,-0.213817373241176,-0.141468687981186,"LINC01044"
"chr1",152196106,152196674,569,"*",3,1.16174411986241e-07,9.0338852167666e-08,0.00025636170562984,2.79072281869199e-07,-0.183161603112039,-0.115210034736335,"FLG-AS1, HRNR"
"chr1",4087182,4087676,495,"*",4,1.16213963245914e-07,1.37493671405549e-05,0.00051012304227161,8.7652181542114e-07,-0.166473791767931,-0.0838091596798041,NA
"chr6",39895360,39895717,358,"*",5,1.16253793356984e-07,1.14468790939175e-07,0.000469726323211896,2.55476563734572e-07,0.134338052015759,0.0908195782647512,"MOCS1"
"chr3",130235479,130236522,1044,"*",6,1.16461291302247e-07,1.71104955297354e-07,0.000398089685739832,3.16120580896078e-07,0.101539559335129,0.0577661666404051,NA
"chr2",235907647,235907796,150,"*",2,1.16741503236355e-07,1.25956748439341e-07,0.000113513636449136,3.04874538610066e-07,-0.197385071037279,-0.172342210068566,"SH3BP4"
"chr6",32084515,32085780,1266,"*",12,1.16752564599851e-07,1.43582167487957e-09,0.00100526467286033,3.13897631319501e-09,0.0961521982644324,0.0476804400070347,"ATF6B"
"chr2",29204057,29204200,144,"*",4,1.16752564599851e-07,6.42308017697019e-08,0.000685013125231705,2.57624993031106e-07,-0.115946217942576,-0.0852508386632035,"FAM179A"
"chr19",13947469,13948274,806,"*",5,1.17266064712123e-07,3.69951842498438e-07,0.0007859690950825,1.50976175615654e-06,0.109630951696049,0.0656617647536879,"MIR23A"
"chr4",111557894,111559105,1212,"*",9,1.17440923804073e-07,3.25108760914309e-09,0.00494967642723079,7.88779609577817e-08,0.112926048006326,0.0668629473212153,"PITX2"
"chr12",131196378,131196465,88,"*",3,1.1779571084906e-07,6.1757127227999e-08,0.000159609735549889,1.86977457008637e-07,-0.235458187554977,-0.166430932051245,"RIMBP2, RP11-662M24.2"
"chr21",28338836,28340304,1469,"*",11,1.1792627918791e-07,3.48891423574985e-06,0.00451292280089792,1.40700685912325e-07,0.084747075618617,0.0382609325965151,NA
"chr9",133759967,133760878,912,"*",3,1.1792627918791e-07,3.67048915307136e-05,4.64871665205942e-05,5.12562404478806e-06,0.143311672148031,0.0764097274207977,"ABL1"
"chr16",85019773,85020055,283,"*",3,1.1814569955705e-07,1.85897187585559e-07,9.01225634318877e-05,3.5757328820135e-07,0.162728652572497,0.106444261567273,"ZDHHC7"
"chr1",4736099,4736187,89,"*",3,1.18460308044809e-07,3.09620673719298e-08,0.000523688769086295,1.45732883142616e-07,-0.174024588776001,-0.157065492630116,"AJAP1"
"chr2",30482168,30482359,192,"*",2,1.18502086047526e-07,1.23064549815206e-07,0.00010640902081269,2.94452596970835e-07,-0.219373113789589,-0.185164419917264,"LBH, AC104698.1"
"chr6",2751133,2752090,958,"*",4,1.18710704406739e-07,0.00101650135112091,0.000188681371176432,7.39721306537215e-06,-0.171707134724075,-0.0657342454655914,"MYLK4"
"chr19",35772917,35773474,558,"*",5,1.18887407746264e-07,3.16062561533502e-06,0.000774512223597663,2.87276798227626e-06,0.133364441592213,0.0904310969781587,"HAMP"
"chr3",194408516,194409431,916,"*",6,1.19063075393594e-07,5.28172647594671e-07,0.000354489912865117,5.85395690566552e-07,0.0856995781710197,0.0663938734275349,"FAM43A"
"chr1",48058390,48059354,965,"*",5,1.20148557213399e-07,1.4668371826731e-07,0.000182783746899094,2.91125708899088e-07,0.195163921755627,0.101392555033646,NA
"chr2",242841490,242843030,1541,"*",4,1.20555736805347e-07,1.47761929127887e-07,0.000334787705578236,5.37756275712425e-07,0.16750088625015,0.099474420670925,"AC131097.3, AC131097.4"
"chr7",4901337,4902257,921,"*",7,1.21828723110355e-07,1.93555252076936e-06,0.000276142638530949,9.22781384865856e-07,0.171620426467712,0.0496438067328296,"RADIL, PAPOLB"
"chr8",134250937,134251118,182,"*",2,1.22496367227738e-07,2.92956614025649e-07,0.000199289969067025,7.22488330659734e-07,0.130037179284524,0.113081200116554,"NDRG1"
"chr22",50018392,50018876,485,"*",2,1.22866659202469e-07,1.98367422893463e-07,8.47586385975592e-05,4.16955911663307e-07,-0.194729609981963,-0.164300908257566,"C22orf34"
"chr1",43765617,43766647,1031,"*",4,1.22908619535348e-07,5.37634334380865e-08,0.000350167651203179,2.24017589975591e-07,0.120721881218541,0.0925595841267128,NA
"chr17",72848048,72848918,871,"*",5,1.23647440371578e-07,1.55608819811363e-06,0.000126552260228328,7.30869155384149e-08,0.147777423506352,0.0111786559779043,"GRIN2C"
"chr7",96626659,96627821,1163,"*",7,1.23840253303239e-07,1.22925117089535e-06,0.000296094832510969,4.16955911663307e-07,0.0921286606691827,0.0501493183188527,"DLX6-AS1"
"chr1",4848991,4849063,73,"*",2,1.24153517968324e-07,1.08751627062371e-07,0.000139012845443569,2.77088051266813e-07,-0.199999365185296,-0.135306559909357,"AJAP1"
"chr18",75380233,75380514,282,"*",3,1.24155347208597e-07,2.95624798788619e-08,0.000577319340055583,1.45322717049673e-07,-0.211055415363766,-0.164567134381019,NA
"chr1",237947246,237947620,375,"*",5,1.24507037003311e-07,3.46102417974274e-08,0.00117471451046571,2.16451739080976e-07,-0.211868528187801,-0.157565080659379,"RYR2"
"chr1",184633523,184634036,514,"*",4,1.2653588952183e-07,5.38130693389948e-06,0.000152706364926382,2.58250609129779e-06,0.158941962370402,0.0856430213816926,NA
"chr2",21022431,21023042,612,"*",8,1.27437432674847e-07,2.62387599227125e-05,0.00127643522759669,8.06792175160689e-07,-0.0203037917634582,-0.00756062052764023,"C2orf43"
"chr1",25061987,25062925,939,"*",2,1.27831674124703e-07,7.43661181468268e-08,3.52346140861021e-05,1.21216488698991e-07,0.17348852668209,0.130905190027273,NA
"chr3",154957923,154958663,741,"*",3,1.27914220102925e-07,5.1427212721803e-08,0.000423201119175156,2.11363956663727e-07,-0.156819870845748,-0.137541473187358,NA
"chr17",80519551,80519873,323,"*",3,1.27916061824851e-07,1.02634877576593e-07,0.000173235075654934,2.87181946470782e-07,-0.129130326031133,-0.11424060982545,"FOXK2"
"chr12",132221229,132221835,607,"*",3,1.27996341890563e-07,2.64169909713148e-07,0.000286073125334304,5.06843555762021e-07,-0.241563313323491,-0.159688114184252,"SFSWAP"
"chr3",25469392,25469991,600,"*",13,1.28520447432647e-07,4.23701212004322e-07,0.0155391743098242,6.66513772516393e-07,0.111081454572541,0.0415106471711016,"RARB"
"chr6",38145232,38145464,233,"*",2,1.28599297358329e-07,1.1467140511351e-07,0.00013580274488837,2.89480650915611e-07,-0.151032366775648,-0.141184579784194,"BTBD9"
"chr17",77460269,77461480,1212,"*",6,1.29037701863237e-07,8.89224624459753e-09,0.00115906096671955,5.45592073759742e-08,-0.145010039222491,-0.0866269188220612,"RBFOX3"
"chr12",126105704,126105989,286,"*",2,1.29068813461789e-07,4.36605561787406e-07,4.70698822425676e-05,5.9680750504849e-07,-0.210834068039117,-0.138011601965805,"TMEM132B"
"chr3",13678918,13679636,719,"*",7,1.30640517699626e-07,5.94706560794513e-08,0.000773800531790142,2.52665652055687e-07,-0.172109833223772,-0.0982518350997892,"FBLN2"
"chr1",45274048,45274600,553,"*",4,1.31053655155092e-07,9.29960441418527e-08,0.00061009841875041,4.28405760895537e-07,0.0993289408096053,0.0616134072071207,"BTBD19"
"chr17",51899837,51900887,1051,"*",9,1.31346474385106e-07,8.18433535478614e-09,0.00703583217683833,7.52174676722336e-08,-0.139463978767452,-0.100813161888016,"KIF2B"
"chr7",23509546,23511090,1545,"*",10,1.31712361841661e-07,4.51003238305232e-10,0.0010072666697157,7.32916890431505e-09,0.109090296611728,0.0707345405064476,"IGF2BP3"
"chr1",22264515,22265174,660,"*",2,1.31911474379369e-07,1.3414090002519e-06,0.000102612174932531,2.16985279146811e-06,0.11444053092149,0.112306917774808,NA
"chr7",128094710,128095759,1050,"*",7,1.32278878424872e-07,5.60620371863997e-06,0.000536603699264479,7.69445943363124e-07,0.100433473644386,0.029894143090834,NA
"chr8",3047536,3047756,221,"*",2,1.3257335612773e-07,8.49902197953434e-07,3.36683578664453e-05,7.31912049745721e-07,-0.258671474709338,-0.198643515004745,"CSMD1"
"chr6",33147499,33148096,598,"*",6,1.32795506409735e-07,0.00997979624762342,0.000965527319735898,1.6387103072555e-05,-0.162605952582471,-0.0621047023083337,"COL11A2"
"chr1",153362927,153363580,654,"*",5,1.33166908112542e-07,5.00633061552436e-08,0.000423323328874121,2.58321725853609e-07,-0.112290270729847,-0.0619680919814826,"S100A8"
"chr19",45753380,45754146,767,"*",3,1.3391221268679e-07,3.99335537815121e-06,4.89146676043595e-05,2.13973473943094e-06,-0.160184937401261,-0.06370899746532,"MARK4"
"chr1",226069919,226070808,890,"*",12,1.33993483233672e-07,1.67426902480684e-05,0.000455071505376521,2.19097963275969e-06,-0.0421219128806122,-0.00936289055786371,"TMEM63A"
"chr11",65374663,65375193,531,"*",5,1.34495185428964e-07,6.84811453494124e-09,0.00211812840533557,7.39731623259617e-08,0.127575183882144,0.0995900603570828,"MAP3K11"
"chr11",76506902,76507208,307,"*",3,1.34495185428964e-07,9.45599658068576e-06,5.65227650288735e-05,7.54572421461598e-07,0.137407329017735,0.0883881384798332,"TSKU"
"chr11",67805250,67806437,1188,"*",7,1.34714933648995e-07,8.25733137355793e-08,0.000988626628209803,1.48637635078298e-07,0.0943383629995124,0.00685084022635378,NA
"chr17",71361857,71361901,45,"*",2,1.34735242445084e-07,2.25415412459035e-07,5.24760269431049e-05,3.80641546579024e-07,0.142247166390789,0.112508040908975,"SDK2"
